FID,globalid,uniq_id,timestamp,editor,wardname,wardcode,lganame,lgacode,statename,statecode,idp_hf_prv,idp_hf,idp_am_mdc,tot_hhold,f_pop_60,m_pop_pl60,f_pop18_59,m_pop18_59,f_pop6_17,m_pop6_17,f_pop1_5,m_pop1_5,f_pop_und1,b_pop_und1,site_id,idp_prtb_w,idp_amnts,idp_am_hs,idp_am_med,agncy_cntc,agency_nam,sma_type,site_cls_d,site_opn_d,site_statu,site_type,set_name,alt_st_nam,t_pop_und5,total_pop,pop_source,site_name
252,c5208a89-9a9b-4192-b85e-0462b6c66b0c,7142,1517529600000,dennis.irorere,Gwarinpa,FCTABC05,Municipal Area Council,"15006",Fct,FC, , , ,0,0,0,0,0,0,0,0,0,0,0,FC_S008, , , , ,0, , ,,,Informal,Camp,Karmajiji, ,0,0,IOM DTM RD24 August 2018,Karmajiji
253,94e81e9a-cd3a-4847-ab18-13d5c5c60e24,7143,1517529600000,dennis.irorere,Jere South,KD1104,Kagarko,"19011",Kaduna,KD, , , ,0,0,0,0,0,0,0,0,0,0,0,KD_S002, , , , ,0, , ,,,Informal,Collective Settlement/Centre,Ungwan Rimi, ,0,0,IOM DTM RD24 August 2018,Ungwan Rimi Camp
254,3d8b7865-ceb1-4bc5-80d1-547844b263c0,7144,1517529600000,dennis.irorere,Kwarau,KD0407,Igabi,"19004",Kaduna,KD, , , ,0,0,0,0,0,0,0,0,0,0,0,KD_S006, , , , ,0, ,Individual/Private,,,Informal,Collective Settlement/Centre,Arfon, ,0,0,IOM DTM RD24 August 2018,Arfon
255,"0c1c52b1-e9fd-4008-83fc-ec280e7d321f",7149,1517529600000,dennis.irorere,Gurku-Kabusu,NASKRV04,Karu,"26004",Nasarawa,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,NW_S005, , , , ,0, , ,,,Informal,Collective Settlement/Centre,Interfaith 2, ,0,0,IOM DTM RD24 August 2018,Interfaith 2
256,72b6934a-938e-496d-86e7-87cd4b3a2a3f,7150,1517529600000,dennis.irorere,Gurku-Kabusu,NASKRV04,Karu,"26004",Nasarawa,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,NW_S006, , , , ,0, , ,,,Informal,Camp,Kugbaru, ,0,0,IOM DTM RD24 August 2018,Kugbaru
257,6dffd674-a9f8-4c23-8b48-495ca7754a61,7151,1517529600000,dennis.irorere,Gurku-Kabusu,NASKRV04,Karu,"26004",Nasarawa,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,NW_S007, , , , ,0, , ,,,Informal,Camp,Interfaith 1, ,0,0,IOM DTM RD24 August 2018,Interfaith 1
258,64dedcf6-a625-4f12-a858-212332da4077,7153,1517529600000,dennis.irorere,North Bank 1,BNSMKD09,Makurdi,"7013",Benue,BE, , , ,0,0,0,0,0,0,0,0,0,0,0,BN_S001, , , , ,0, , ,,,Informal,Collective Settlement/Centre,Toll Gate, ,0,0,IOM DTM RD24 August 2018,Toll Gate
259,5c464f43-1232-42a3-bce9-bda97ec5bcf6,7154,1517529600000,dennis.irorere,Uba,"10211",Askira Uba,"102",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S026, , , , ,0, , ,1433289600000,1433289600000, ,Collective Settlement/Centre,Kidisa,Government Lodge Uba,0,0,IOM DTM RD24 August 2018,Government Lodge Uba
260,44179da7-7bab-4fd9-ad29-923075b6aaa6,7155,1517529600000,dennis.irorere,Boboshe,"10802",Dikwa,"108",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S054, , , , ,0, , ,1458172800000,1458172800000, ,Collective Settlement/Centre,Dikwa, ,0,0,IOM DTM RD24 August 2018,Holiday Resort Area
261,15d16f0a-559c-4627-a103-4a698650a176,7156,1517529600000,dennis.irorere,Khaddamari,"11308",Jere,"113",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S055, , , , ,0, , ,1414800000000,1414800000000, ,Collective Settlement/Centre,Khaddammari, ,0,0,IOM DTM RD24 August 2018,Maryam Abacha Secretariat
262,9f737b82-e99d-4c97-b752-d68f603c3ab9,7157,1517529600000,dennis.irorere,Maisandari,"12413",Maiduguri,"124",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S005, , , , ,8023041745,NEMA,Government,1415664000000,1415664000000,Open,Collective Settlement/Centre,Moduganari,Arabic Teachers College,0,0,IOM DTM RD24 August 2018,Arabic Teachers College Camp
263,e7db961a-171e-4e8e-95e1-2b44907e6fb1,7158,1517529600000,dennis.irorere,Mashamari,"11305",Jere,"113",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S002, , , , ,8065629239,SEMA/NEMA,Government,1439596800000,1439596800000,Open,Collective Settlement/Centre,Sanda Kyarimi,Shehu Sanda Kyarimi Primary School,0,0,IOM DTM RD24 August 2018,Sanda Kyarimi IDP Camp
264,af00eeec-a15b-42de-9284-ddbf7a22aec6,7159,1517529600000,dennis.irorere,Kagarko South,KD1106,Kagarko,"19011",Kaduna,KD, , , ,0,0,0,0,0,0,0,0,0,0,0,KD_S004, , , , ,0, , ,,,Informal,Collective Settlement/Centre,Dan Mori, ,0,0,IOM DTM RD24 August 2018,Dan Mori Camp
265,84f13e5a-9d38-4a92-9d48-db55ec419baf,7206,1517529600000,adanna.alex,Maisandari,"12413",Maiduguri,"124",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,1474675200000,1474675200000, ,Formal,NYSC Camp, ,614,0,eHA_Polio,NYSC Camp
266,4957470e-9b51-4063-af94-5daabc7b01e7,7160,1517529600000,dennis.irorere,Kabusa,FCTABC07,Municipal Area Council,"15006",Fct,FC, , , ,0,0,0,0,0,0,0,0,0,0,0,FC_S005, , , , ,0, , ,,,Informal,Collective Settlement/Centre,Wasa Housing Estate, ,0,0,IOM DTM RD24 August 2018,Wasa Housing Estate
267,5364b3d7-220e-4956-bcdc-c2aa6caf76be,7161,1517529600000,dennis.irorere,Danburan,PLSWAS02,Wase,"32017",Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0,PL_S010, , , , ,0, , ,,,Informal,Collective Settlement/Centre,GSSS Wase, ,0,0,IOM DTM RD24 August 2018,GSS Wase
268,6c3bae46-d455-4ff7-99a1-c6e5256f05ba,7162,1517529600000,dennis.irorere,Iddah,KD1102,Kagarko,"19011",Kaduna,KD, , , ,0,0,0,0,0,0,0,0,0,0,0,KD_S001, , , , ,0, , ,,,Informal,Collective Settlement/Centre,Tafa Camp Iddah, ,0,0,IOM DTM RD24 August 2018,Tafa Camp Iddah
269,3332c619-7aba-45ae-8f99-63e48f7e1680,7200,1517529600000,adanna.alex,Maisandari,"12413",Maiduguri,"124",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Formal,Wulari Police Barrack, ,160,0,eHA_Polio,Wulari Police Barrack
270,db9af4e7-e73d-49d6-b626-db4b95af98a3,7163,1517529600000,dennis.irorere,Bukuru,PLSBUU01,Jos South,"32006",Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0,PL_S002, , , , ,0, ,Local NGO,,,Informal,Collective Settlement/Centre,Stefanos IDP Camp, ,0,0,IOM DTM RD24 August 2018,Stefanos Idp Camp
271,294045a9-e5c9-4012-a876-67db568ae130,7164,1517529600000,dennis.irorere,Turu B,PLSBUU17,Jos South,"32006",Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0,PL_S005, , , , ,0, , ,,,Informal,Collective Settlement/Centre,Community Town Hall-Riyom, ,0,0,IOM DTM RD24 August 2018,Community Town Hall Riyom
272,1acbced8-0f68-4fd9-8549-488ffe74db4d,7165,1517529600000,dennis.irorere,Galtimari,"11306",Jere,"113",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S001, , ,Yes, ,0, , ,1410307200000,1410307200000,Open,Collective Settlement/Centre,Fori,Fori Primary School,0,0,IOM DTM RD24 August 2018,Fori Primary School IDP Camp
273,60e7e190-910b-4dfb-94a6-43c0c388aebf,7166,1517529600000,dennis.irorere,Kasugula,"10310",Bama,"103",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S057, , ,Yes, ,0, ,Government,1444176000000,1444176000000, ,Collective Settlement/Centre,Bama,General Hospital Bama,0,0,IOM DTM RD24 August 2018,General Hospital Bama
274,1cd539be-2780-425a-9790-f0619cf11068,7167,1517529600000,dennis.irorere,Maiwa,"12609",Nganzai,"126",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S154, , ,No, ,0, , ,,, ,Not identified,Burimari Camp, ,0,0,IOM DTM RD24 August 2018,Burimari Camp
275,1da6f5f2-e317-42a1-85ad-1992021e07b2,7227,1517529600000,adanna.alex,Dan Amar B,BA0202,Bauchi,"5002",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Karofi Madaki, ,0,0,IOM DTM RD16 May 2017,Anguwan Mahankata
276,f464a204-9b7e-4521-b486-5c3f3ff89c0b,7171,1517529600000,adanna.alex,Dusuman,"11307",Jere,"113",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,1395964800000,1395964800000,Open,Collective Settlement/Centre,Muna Kumburi,Muna Daalti 1 2 3 4,0,0,eHA_Polio,Muna Kumburi IDP Camp
277,"059170c8-53ea-499b-b848-ba430d07d93c",7172,1517529600000,adanna.alex,Dusuman,"11307",Jere,"113",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Chad Basin Ngala Road Maiduguri, ,1606,0,eHA_Polio,CBDA
278,139022cd-982c-4f40-a2d7-c5d3e56e9f23,7173,1517529600000,adanna.alex,Ngamdu,"11411",Kaga,"114",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Ngamdu Town, ,830,0,eHA_Polio,Ngamdu
279,af1a5c49-1420-4473-84ed-b16694e9b3c3,7174,1517529600000,adanna.alex,Jakana,"11606",Konduga,"116",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Jakana Town, ,0,0,eHA_Polio,Jakana
280,c9298fec-13e0-4a01-9c90-fa470bdc367a,7175,1517529600000,adanna.alex,Konduga,"11609",Konduga,"116",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Konduga Town, ,343,0,eHA_Polio,Konduga
281,6d615cb1-087e-45cb-9442-ac44aa16e2e0,7176,1517529600000,adanna.alex,Lamisula,"12410",Maiduguri,"124",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,1416009600000,1416009600000,Closed,Not identified,Wulari, ,0,0,eHA_Polio,Government College IDP Camp
282,c26803c5-8aa8-48b9-83ab-d388fd48968e,7177,1517529600000,adanna.alex,Lamisula,"12410",Maiduguri,"124",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,1409529600000,1409529600000,Closed,Not identified,Moduganari, ,0,0,eHA_Polio,Yerwa Government Girls Secondary School GGSS IDP Camp
283,3d76a7df-c44b-4884-b7a5-86a522caf124,7178,1517529600000,adanna.alex,Maisandari,"12413",Maiduguri,"124",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,1389657600000,1389657600000,Closed,Not identified,Government Girls College, ,0,0,eHA_Polio,Government Girls College GGC IDP Camp
284,ab8e7f8f-5119-4a18-a6e9-13ca5214c033,7179,1517529600000,adanna.alex,Maisandari,"12413",Maiduguri,"124",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,1410825600000,1410825600000,Closed,Not identified,Opposite Metro Police Barrack, ,0,0,eHA_Polio,Women Teachers College WTC IDP Camp
285,523ab215-f7b8-470e-9540-efa4ab901bdf,7180,1517529600000,adanna.alex,Shehuri North,"12414",Maiduguri,"124",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Shehuri North, ,0,0,eHA_Polio,Goni Musa Camp
286,792e41f0-8764-4cde-918f-55d9c3619e1e,7181,1517529600000,adanna.alex,Ngala,"12507",Ngala,"125",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Ngala, ,0,0,eHA_Polio,Government College Ngala
287,bfb7dfa4-db9f-47a5-b078-90f9cdd48aa6,7191,1517529600000,adanna.alex,Gomari,"11303",Jere,"113",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Formal,Nursing Village, ,67,0,eHA_Polio,Nursing Village
288,66bfa832-8b83-4978-b53b-d693b6a778d8,7192,1517529600000,adanna.alex,Ngala,"12507",Ngala,"125",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,1474675200000,1474675200000, ,Formal,IDP Camp Ngala, ,9912,0,eHA_Polio,Idp Camp Ngala
289,35647544-38fb-47e8-a9e8-6a6e6f80e3d5,7193,1517529600000,adanna.alex,Mairi,"11309",Jere,"113",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Formal,IPD Camp,Abba Goni,96,0,eHA_Polio,Fori Camp
290,d3c56d62-ced6-439d-bd5b-718bee5076b8,7194,1517529600000,adanna.alex,Mashamari,"11305",Jere,"113",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Informal,Shakwari 1,Goni Kachallari Lawanti,1800,0,eHA_Polio,Inna Jamalt
291,a0367dd8-b84f-4c67-89ef-57b4f6e9aef0,7195,1517529600000,adanna.alex,Old Maiduguri,"11311",Jere,"113",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Formal,Madinatu,Madinatu Camp,120,0,eHA_Polio,Madinatu 2
292,67623e0a-7f57-4344-83aa-82935aa6a33e,7196,1517529600000,adanna.alex,Auno,"11602",Konduga,"116",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,969321600000,969321600000, ,Formal,Gubio Camp, ,2430,0,eHA_Polio,Gubio Camp
293,46dc1754-f824-42b0-b6ec-7c389f2c3e78,7197,1517529600000,adanna.alex,Mafa,"11908",Mafa,"119",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,1474934400000,1474934400000, ,Formal,Lawanti IDP Camp 1, ,266,0,eHA_Polio,Lawanti Idp Camp 1
294,e2452e5a-40f6-4301-ab57-e1d0407726d8,7198,1517529600000,adanna.alex,Mafa,"11908",Mafa,"119",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,1475193600000,1475193600000, ,Formal,Lawanti IDP Camp 1, ,127,0,eHA_Polio,Lawanti Idp Camp 2
295,fbda6864-f8aa-4b36-a36b-cf6c4dffb3e2,7199,1517529600000,adanna.alex,Tamsum Gamdua,"11911",Mafa,"119",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,1474588800000,1474588800000, ,Formal,Ryjl, ,255,0,eHA_Polio,Eghk
296,9c2ff2e9-5297-434e-ad74-b1ce547f0a65,7208,1517529600000,adanna.alex,Gude,ADSGYL04,Mubi South,"2015",Adamawa,AD, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,INGO,,,Informal,Transitional Centre,Mubi, ,0,0,IOM,Mubi Burnt Brick Factory Transit Camp
297,52e26423-0cd3-4242-a3dc-3eb5eef606a8,7209,1517529600000,adanna.alex,Vih / Boka,ADSMCH14,Michika,"2013",Adamawa,AD, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,Individual/Private,,,Informal,Transitional Centre,Mararaba, ,0,0,IOM,Mararaba
298,7e8405ca-b2b1-4d7d-8089-37667f7dc748,7210,1517529600000,adanna.alex,Betso,ADSMUB02,Mubi North,"2014",Adamawa,AD, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,,Informal,Collective Settlement/Centre,Vapura, ,0,0,IOM,Vapura
299,"0768720f-8427-4da5-8728-df7cee9019f3",7211,1517529600000,adanna.alex,Kabusa,FCTABC07,Municipal Area Council,"15006",Fct,FC, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,,Informal,Collective Settlement/Centre,Waru, ,0,0,IOM,Waru Camp
300,85334205-96e2-42db-86ca-a5e3d6bdfbf0,7212,1517529600000,adanna.alex,Lamingo,PLSJJN12,Jos North,"32005",Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,Local NGO,,,Informal,Collective Settlement/Centre,Rikkos, ,0,0,IOM,Rikkos Community School
301,1a61560e-1a6d-4fb3-90d7-8ea09dfabed5,7213,1517529600000,adanna.alex,Lassa,"10205",Askira Uba,"102",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,1378771200000,1378771200000, ,Collective Settlement/Centre,Shishiwa, ,0,0,IOM DTM RD10 June 2016,Central Primary School
302,1588275e-6f78-45d6-af33-e91cd3183cc4,7214,1517529600000,adanna.alex,Mairi,"11309",Jere,"113",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,1392076800000,1392076800000,Closed,Collective Settlement/Centre,Mairi,Uni Guest Main Bakin Kogi Camp,0,0,IOM DTM RD10 June 2016,Mairi IDP Camp
303,7ac66291-d542-4585-ae9a-3a668489f44b,7215,1517529600000,adanna.alex,Lamisula,"12410",Maiduguri,"124",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,8038392752,SEMA/NEMA/CAN,Government,1413936000000,1413936000000,Open,Collective Settlement/Centre,Wulari Jerusalem,Eyn Camp,0,0,IOM DTM RD10 June 2016,Christian Association Of Nigeria
304,"07a099f6-c0e9-48a6-9761-a399493246df",7216,1517529600000,adanna.alex,Galtimari,"11306",Jere,"113",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,1407456000000,1407456000000, ,Collective Settlement/Centre,Galdimari,Galtimari Fori,0,0,IOM DTM RD10 June 2016,Galtimari Primary School
305,7e3c6aa8-baeb-4c10-94fd-dc7256d3593c,7217,1517529600000,adanna.alex,Alkaleri West,BA0112,Alkaleri,"5001",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Alkaleri West, ,0,0,IOM DTM RD16 May 2017,Anguwan Baba
306,72766879-a77b-4ad0-b8c3-17794489dd35,7218,1517529600000,adanna.alex,Yuli,BA0119,Alkaleri,"5001",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Yuli Unguwar Tsamiya, ,0,0,IOM DTM RD16 May 2017,Duguri
307,6c7cc240-f374-47c2-95af-2a5fe80b59c9,7219,1517529600000,adanna.alex,Birshi,BA0207,Bauchi,"5002",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Birshi Fulani, ,0,0,IOM DTM RD16 May 2017,Birshin Fulani
308,c39f01cf-0287-402d-99d2-9013ebd16db7,7220,1517529600000,adanna.alex,Birshi,BA0207,Bauchi,"5002",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Unguwan Baba, ,0,0,IOM DTM RD16 May 2017,Sabon Kaura
309,bda787dc-4236-4d29-8a56-3eb6a8cb2039,7221,1517529600000,adanna.alex,Dan Iya,BA0211,Bauchi,"5002",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Unguwan Duhu, ,0,0,IOM DTM RD16 May 2017,Kofar Dumi
310,2796053d-7619-4d08-a223-3bceb6ad52b3,7222,1517529600000,adanna.alex,Dawaki,BA0212,Bauchi,"5002",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Fadaman Mada Bayan Fariya, ,0,0,IOM DTM RD16 May 2017,Yakubu Wanka
311,2cca81bf-2bdd-419d-81b5-8ef15259ba54,7223,1517529600000,adanna.alex,Dawaki,BA0212,Bauchi,"5002",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Fadaman Mada Bayan Fariya, ,0,0,IOM DTM RD16 May 2017,Dawaki Bauchi
312,945b2b4c-bf41-4cd2-b396-62e89af25b84,7224,1517529600000,adanna.alex,Tirwun,BA0209,Bauchi,"5002",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Unguwar Turaki, ,0,0,IOM DTM RD16 May 2017,Turwun
313,63422b91-509c-4602-82a6-f8206ee80fdd,7225,1517529600000,adanna.alex,Dan Amar A,BA0201,Bauchi,"5002",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Doya
314,82dda09e-22c1-4246-98fa-1bb49c4f0b48,7264,1517529600000,adanna.alex,Kubdiya,BA0704,Gamawa,"5007",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Kubdiya
315,fb26aed1-cf3f-497a-b4c8-f67904494fac,7228,1517529600000,adanna.alex,Makama A,BA0203,Bauchi,"5002",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Fadan Bayak
316,11968ac9-4cd7-441d-bc34-d09d65967f64,7229,1517529600000,adanna.alex,Dagauda,BA0406,Dambam,"5004",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Sabon Layi
317,63e9aaf7-02cb-4407-8b10-130316c8fda1,7230,1517529600000,adanna.alex,Dagauda,BA0406,Dambam,"5004",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Anguwar Gabar
318,9c2bc716-f117-4169-951e-f424fcc17a52,7231,1517529600000,adanna.alex,Dambam B,BA0410,Dambam,"5004",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Madaki, ,0,0,IOM DTM RD16 May 2017,Gongola
319,9458c4de-322b-4cb1-ba78-b06e9090d349,7232,1517529600000,adanna.alex,Dambam A,BA0403,Dambam,"5004",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Kofar Fada
320,30bc680f-9f24-44f5-9e6f-514239d2ca3d,7233,1517529600000,adanna.alex,Garuza,BA0401,Dambam,"5004",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Wahu Fada, ,0,0,IOM DTM RD16 May 2017,Saminau
321,d25c7231-55c7-4d0e-81d2-6af46de2a182,7234,1517529600000,adanna.alex,Jalam,BA0409,Dambam,"5004",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Sabonlayi
322,9f2cc4bb-a22d-42a0-93ae-23d16699564d,7235,1517529600000,adanna.alex,Jalam,BA0409,Dambam,"5004",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Fadan Sarki
323,1c61356e-819b-4d72-a1ea-df121a22b327,7236,1517529600000,adanna.alex,Yame,BA0405,Dambam,"5004",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Yame, ,0,0,IOM DTM RD16 May 2017,Yame
324,bb26d2f2-b58e-403a-805b-5766a3a8a503,7237,1517529600000,adanna.alex,Yanda,BA0404,Dambam,"5004",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Yanda Bayo, ,0,0,IOM DTM RD16 May 2017,Fagaro
325,87ed20c8-a060-4e49-b3f5-2cf5582ca038,7238,1517529600000,adanna.alex,Yanda,BA0404,Dambam,"5004",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Yanda Bayo, ,0,0,IOM DTM RD16 May 2017,Yanda Fada
326,4e2c27f0-b20e-4bdd-9bd2-fb6196b0c9f7,7239,1517529600000,adanna.alex,Darazo West,BA0512,Darazo,"5005",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Darazo West, ,0,0,IOM DTM RD16 May 2017,Bakin Kasuwa
327,41090aa9-0a7e-4dc9-a501-16827cdc9144,7240,1517529600000,adanna.alex,Konkiyel,BA0504,Darazo,"5005",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Jauro Ummaru, ,0,0,IOM DTM RD16 May 2017,Ung Gurajawa
328,dfa54794-9e4e-4a21-a881-d3b1ca63a8d9,7241,1517529600000,adanna.alex,Gabchiyari,BA0509,Darazo,"5005",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Unguwar Yarima Gabchiyari, ,0,0,IOM DTM RD16 May 2017,Ung Sarki
329,18c9019d-da53-41dd-8139-2f722bd8c836,7242,1517529600000,adanna.alex,Konkiyel,BA0504,Darazo,"5005",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Jauro Ummaru, ,0,0,IOM DTM RD16 May 2017,Ung Fada
330,e34e746e-fe33-4732-bf3d-a5b21671dea2,7243,1517529600000,adanna.alex,Konkiyel,BA0504,Darazo,"5005",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Jauro Ummaru, ,0,0,IOM DTM RD16 May 2017,Ung Arewa
331,51079c46-690e-48d4-822e-ad9759f7749d,7244,1517529600000,adanna.alex,Lago,BA0505,Darazo,"5005",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Unguwar Galadima Layin Tasha, ,0,0,IOM DTM RD16 May 2017,Ung Izala
332,4627b224-c369-4f15-bf3c-3629bb2b0028,7245,1517529600000,adanna.alex,Lago,BA0505,Darazo,"5005",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Unguwar Galadima Layin Tasha, ,0,0,IOM DTM RD16 May 2017,Ganuwa Kafi
333,cc49f4cd-ee5d-46fb-a939-b2d63372fc7b,7246,1517529600000,adanna.alex,Sade West,BA0516,Darazo,"5005",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Gwaccha, ,0,0,IOM DTM RD16 May 2017,Misau Road
334,2337ca1b-f122-47ae-b6c1-fe870f7b3a62,7247,1517529600000,adanna.alex,Lanzai East,BA0507,Darazo,"5005",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Bakin Kasuwa
